seed,lower_bounds
1,0.0855327618247358
2,0.06884680390613945
3,0.11814248978754481
4,0.081087324337035
5,0.06523967491057488
6,0.07595956649055116
7,0.1013166712040203
8,0.09035202022168695
9,0.09784287555833365
10,0.08250599757559766
11,0.0924877823063294
12,0.08695815770830301
13,0.10578781198406997
14,0.08905067957465405
15,0.11203258633097851
16,0.08087366555085808
17,0.10610806032405679
18,0.08879731243347488
19,0.10210226339139324
20,0.08156640860413297
21,0.09512977169997791
22,0.08710283192451466
23,0.09133088984867423
24,0.09932111760630398
25,0.07489889802989079
26,0.08914681180255739
27,0.060624059970264946
28,0.0730337183583889
29,0.06427370252028519
30,0.1133155947997901
31,0.09375600297670526
32,0.1203386309534048
33,0.09499192726339595
34,0.0923002627661608
35,0.10686159972967808
36,0.10642709373453789
37,0.10752490807234776
38,0.12107893066139597
39,0.08869023409324166
40,0.10294537905318538
41,0.09468648170548567
42,0.07967996461317668
43,0.10957612918398622
44,0.09045054584080053
45,0.10872643086351208
46,0.09483584658664936
47,0.08444495301245616
48,0.09943447745221136
49,0.04906286493597195
50,0.09768551918050926
51,0.10039825193007512
52,0.09783476115743081
53,0.08860123771999366
54,0.09997360306335844
55,0.09721392385669461
56,0.1002185045913095
57,0.09616945348353458
58,0.096634587178405
59,0.09911821136660119
60,0.07785868062227559
61,0.08342522956076194
62,0.10268982624748181
63,0.08049305199133501
64,0.07047711616471905
65,0.06744669335725918
66,0.08343327426063259
67,0.07465993412400113
68,0.0774102082867509
69,0.08377520817150992
70,0.07214074060114349
71,0.09829341512946256
72,0.08067178803540928
73,0.0966142769599757
74,0.09372485613013243
75,0.0951998101061061
76,0.07126069519412075
77,0.10371587641383033
78,0.0868963482141401
79,0.07084659289172897
80,0.09234949967270596
81,0.08332380754685716
82,0.08493623064245825
83,0.08511048418307371
84,0.09136134438837504
85,0.10295823981388151
86,0.11124059671069796
87,0.10333721093211214
88,0.10418128646344525
89,0.11931789511140752
90,0.09979385467978692
91,0.09355457808129752
92,0.09356106769409096
93,0.08186116788999519
94,0.09232978454915276
95,0.10783250680057535
96,0.09503891450196683
97,0.07453165540728475
98,0.09577215088244866
99,0.07953233860516243
100,0.07581379667505193
101,0.07639149459775059
102,0.0876564677864157
103,0.08535456190432142
104,0.09150984650128682
105,0.0828210143892283
106,0.10236939761493179
107,0.10710934643197498
108,0.08524742617171956
109,0.12672693973576538
110,0.07550649513721783
111,0.08264602568218105
112,0.06990034601804682
113,0.08864442740160039
114,0.11158121174031276
115,0.08274972187801798
116,0.07767592392374485
117,0.08520516978205367
118,0.11383530214486781
119,0.10483045356261476
120,0.0665168943776081
121,0.09227049828156644
122,0.10652520923034883
123,0.09549019678817412
124,0.08425230921302233
125,0.11690185637790168
126,0.10146955306736181
127,0.09639021403870537
128,0.09633089194130522
129,0.071193697975116
130,0.10065166749487996
131,0.08518868471484982
132,0.07876259193630826
133,0.12183301643629307
134,0.09788825931646711
135,0.07693606994433488
136,0.08738670796714802
137,0.08257369545451089
138,0.10513830085288252
139,0.06418192101314962
140,0.10263809537183372
141,0.09245587577682583
142,0.11806089087445544
143,0.08667765752463295
144,0.11539643991213872
145,0.11487876713628796
146,0.07483400896980366
147,0.08576812957995292
148,0.08775922928949971
149,0.10248338766392823
150,0.07725047760119774
151,0.05351579323712278
152,0.0979225011046236
153,0.09041897685831699
154,0.05971372179295695
155,0.11597108750026633
156,0.07108133214751834
157,0.09508641509686204
158,0.0585957026075951
159,0.09383948778935332
160,0.09807162321247709
161,0.10681454123322216
162,0.08019745956753294
163,0.10538373340565405
164,0.10167873147612214
165,0.09593723653391865
166,0.10054078730375414
167,0.07777340137703788
168,0.10992591541659259
169,0.07936990865930786
170,0.10332104622658622
171,0.08350394360713706
172,0.1074699621277621
173,0.08734877040240212
174,0.08801375134182848
175,0.12436876998326973
176,0.0767877496157564
177,0.05178910361814837
178,0.08931067043654099
179,0.09329169042338424
180,0.10114959271874431
181,0.08687956771707082
182,0.11837923443390706
183,0.06474322223258278
184,0.07845031136315805
185,0.10084413892747879
186,0.08777704521694037
187,0.07413866753988613
188,0.06836839577668616
189,0.12552694388913854
190,0.10412476287187912
191,0.06563488916251212
192,0.10394627842219185
193,0.10077127457877418
194,0.09030524975535859
195,0.06803966985571563
196,0.09302781037240744
197,0.10784773772910711
198,0.10384988476604609
199,0.08955218162194349
200,0.07358623150893223
201,0.07973798437417857
202,0.09159803849379235
203,0.07550182924950445
204,0.09053431835434134
205,0.0458803539311904
206,0.08536094146073875
207,0.08530613671840653
208,0.11102750346193843
209,0.09093708258269818
210,0.11014311231233483
211,0.0804466950733117
212,0.09241324926433915
213,0.08083940818917887
214,0.09764929431888607
215,0.10505484422424846
216,0.05334473310002469
217,0.09414204513653467
218,0.06772576453722969
219,0.08769171504552244
220,0.08895183308050768
221,0.10415664510291069
222,0.08565700498063489
223,0.05441488088142537
224,0.11048745571086106
225,0.0740299392213323
226,0.10868308898798984
227,0.040693433393994866
228,0.1046431461162501
229,0.11097315987935354
230,0.09362965786130943
231,0.08801187670925295
232,0.05588708836062765
233,0.09020473837353912
234,0.08896285024655695
235,0.0832858707629832
236,0.043978521213611836
237,0.08763640524604407
238,0.09420631950356494
239,0.10209251035388803
240,0.08416153234035012
241,0.09674393148772502
242,0.08411026221381715
243,0.10396798106680546
244,0.11193513733370225
245,0.08385209956766887
246,0.07885310510446009
247,0.08758189966926445
248,0.09571472918652131
249,0.08001488131674211
250,0.0792195428272136
251,0.08071524423060161
252,0.1057425381538481
253,0.07194004605869583
254,0.07897640437076858
255,0.09616060495882016
256,0.0868454805633649
257,0.1143385489463526
258,0.08298462402655822
259,0.07514060323945565
260,0.07087825535178005
261,0.08457454220067336
262,0.09832948517431087
263,0.08761979644991459
264,0.0617394215590514
265,0.07580617776840679
266,0.07934660309957953
267,0.09920044680097377
268,0.09657515934428744
269,0.07932924474338456
270,0.04982796453187177
271,0.10089872082228218
272,0.07333583292947497
273,0.08824169984161395
274,0.0843471367130548
275,0.11600885370421042
276,0.09595051581338648
277,0.12111309909836186
278,0.056627004473339196
279,0.10132751961848681
280,0.08709491802745711
281,0.11377263074463095
282,0.10583684334423538
283,0.08934790210562196
284,0.0929752813844965
285,0.10267693695479865
286,0.07971503519706659
287,0.04334312577422018
288,0.08554879217835384
289,0.08077387479701699
290,0.08724142877822569
291,0.07232426754448698
292,0.055863725433218395
293,0.10442130086078752
294,0.09277836447526752
295,0.1043561296309004
296,0.08921817470756206
297,0.08297242051621635
298,0.09296757324093198
299,0.07288381818899561
300,0.10163031010510036
301,0.08219883364819883
302,0.08665816853509736
303,0.10766095767003737
304,0.0847798275563461
305,0.06923676979348643
306,0.11504620677661172
307,0.0818606133048027
308,0.09838551558348471
309,0.06438508732429392
310,0.0787332410543915
311,0.07535592320974131
312,0.06033812744634018
313,0.0870455769163646
314,0.0829702425809287
315,0.07325368567155971
316,0.050108561300767136
317,0.10175389410961104
318,0.086379593430414
319,0.07996300651271343
320,0.08418835644765302
321,0.10372722656844155
322,0.09487271528271729
323,0.10592078788817556
324,0.09983986583160852
325,0.06977047811587596
326,0.0706743299140823
327,0.0850369417405148
328,0.09171051953280326
329,0.0921986429417008
330,0.06529536451713243
331,0.08776671595354696
332,0.09873738472838832
333,0.0828605419695868
334,0.08568075062514746
335,0.06897367827678784
336,0.10577671926568831
337,0.08953336773886218
338,0.08093927291116725
339,0.07084687063733233
340,0.07852606854083784
341,0.08524585757399683
342,0.07574031571843516
343,0.04085112002442446
344,0.08258758457468558
345,0.10487059038156567
346,0.08669435876476192
347,0.10754529039315511
348,0.10310999709424759
349,0.09155321398831692
