submission_id,title,main_type,prior,relevance,competence,target
2354,Greg's movie,xor,1.2693997419343148,-1.9272409367240424,-0.5664447939926275,-1.348017469693093
2354,Hotel check,some,1.2037411345928846,0.7118637694205922,1.009749415378162,0.23936758807634365
2354,Brad Pitt,xor,-0.17508961957714686,-0.6076885836517251,-1.3545418986780222,0.8188891171032809
2354,Harvard admission exams,some,-0.15320341713000352,0.7118637694205922,-1.4037979677208594,0.8188891171032809
2354,College,xor,-0.15320341713000352,-1.0243893267271937,-0.32016444877844163,-1.700769704752968
2354,Mrs. Todd's math exams,some,-0.10943101223571679,0.7118637694205922,0.6157008630354647,0.8188891171032809
2354,School,xor,-0.21886202447143357,0.7118637694205922,1.009749415378162,-0.46613688204340603
2354,Tail-donkey blindfold,some,-2.385596066738626,0.7118637694205922,1.009749415378162,0.8188891171032809
2352,Schizophrenia talk,some,-1.1716365152210644,-1.1562407378789148,-1.392471319192735,0.5593971487843205
2352,Mrs. Sanders' son,xor,0.4224267707939892,-0.4341275632928267,0.36259099996484784,0.5593971487843205
2352,Mrs. Gibbs' worry,xor,1.1716365152210644,0.8381670776445664,1.0451152351927968,0.5593971487843205
2352,Violinist,some,1.4426272738436234,1.3195758607019583,-1.392471319192735,-1.3984928719608012
2352,Gourmet desserts,some,-1.1716365152210644,-0.3997412216458701,-0.856202277227918,-1.9578900207451218
2352,Unexpected guest,xor,0.4224267707939892,1.113257810820219,0.4113427310525585,0.5593971487843205
2352,Gift unwrapping,some,-0.7890613265774515,-1.5001041543484803,0.8744841763858096,0.5593971487843205
2352,Brad Pitt,xor,-1.1716365152210644,0.21921292799934813,0.9476117730173754,0.5593971487843205
2351,Crime,xor,-0.44723967437542106,0.858463162187577,-0.10222935020698273,-0.4348908043149402
2351,Emails from a broken laptop,some,1.4056104051798948,-0.6955431460059931,-1.7378989535187066,-1.014745210068194
2351,Chloe's holiday,xor,0.3194569102681579,-2.2495494541995633,-0.07402815014988405,-1.014745210068194
2351,Mrs. Sanders' son,xor,0.22361983718771056,0.25691233320942086,1.0822210521911622,1.2154640428289356
2351,Puzzles,some,0.3194569102681579,0.25691233320942086,1.0822210521911622,1.2154640428289356
