submission_id,title,main_type,relevance,competence,prior_1,target,prior_0
2620,Alissa's paint,xor,-1.4100792319919127,0.059333768960114275,1.544201745901298,0,1.6106190252949022
2620,Mrs. Gibbs' worry,xor,0.35175512294809097,1.1895007967718148,-0.5479425549972348,0,-0.614359834390839
2619,Crush,xor,1.0043731967800797,0.3472364603066084,-0.720239418558996,0,-0.9310411996006533
2619,Leo's prize,xor,-0.40837151956992257,-0.7021892863978081,1.282377501336749,0,0.4391703771701197
2619,Tony's clubbing,xor,0.8277801072363296,0.47069831286006913,-0.4040367469965099,0,-0.5094376375173385
2619,Jimmy's trip,xor,-1.3354852396746117,-0.33180372873742575,-0.5094376375173385,0,-0.2986358564756812
2618,Danny's racket,xor,-1.025698116146797,0.8063718373708226,1.2215262155573543,-1.314893056940245,1.0423292157200896
2618,Crime,xor,0.06306881620320111,-1.4322126663750432,1.0423292157200896,-0.6200065211540563,-0.35540738301057484
2618,Hippies,xor,-1.264695735443138,0.9748674451796512,-0.4987649828803866,-1.2190466382111156,-0.4629255829129337
2618,Chloe's holiday,xor,-0.12281822102728637,-0.7823010362552757,1.0423292157200896,1.081267411287992,1.1856868155899014
2617,Crush,xor,2.0212684917619117,0.009663203658883924,0.27791123256265715,-1.9072262461743414,-0.8820660859597393
2617,Brad Pitt,xor,-0.6737561639206372,0.1642744622010267,-0.5920717563291402,1.1201170017214386,-0.44707459151384066
2616,College,xor,0.17677101070156195,-1.0116327222561146,-0.5016672686677504,-2.5378911467728904,-0.3336670670673874
2616,Pete's accident,xor,1.1558104545871357,-1.596673332717482,0.31033370573400365,0.44786314354815715,0.22633360493382218
2615,Alissa's paint,xor,-1.5430025119074602,-0.20875705134755634,1.4191143416537038,-0.34374773981991624,1.4774341091189245
2615,Harold's pet,xor,-1.0150505322731356,0.8460154186190442,-0.7678769382920726,1.068405137278118,-0.7387170545594622
2615,Tony's clubbing,xor,-1.0904722436494678,0.758117712788494,-1.0886356593507864,0.10219527400051565,-1.0011560081529554
2615,Grandma,xor,0.16655627928939998,0.9925115950032942,1.0691957368623795,-1.3842814387342575,0.5151579459427827
2614,Danny's racket,xor,0.8971133087180377,1.356670098925243,1.7863731607345203,0,1.4093496795744709
2613,Presents,xor,0.7095626903201806,1.4038243071249779,1.7642419904301148,-2.062765134473627,1.811288443508251
2613,Brad's clothes,xor,-0.5627566164608329,-0.3770790210076801,0.3528483980860229,0.6628104185846189,-0.6821735696329777
2613,Dave's kids,xor,-0.7258744763045525,-1.394738065654913,-0.6351271165548413,-0.47697572178519304,-0.8703593819455233
2613,College,xor,1.9818819971011938,0.3861652624777447,0.30580194500788654,0.1176953079729697,0.07056967961720459
2612,Rabbits,xor,0.044854168491575884,-1.2349675871498207,0.4052679696905949,-2.5900450446533423,0.9332742387731985
2612,Lily's husband,xor,0.16446528446911157,0.7895694409646394,0.572006791506154,0.37000643495047747,0.6275863987780069
2612,School,xor,0.76252086435679,0.006748456760381534,0.961064042409125,0.37000643495047747,0.9332742387731985
2611,School,xor,-1.035347077210952,0.6686176123580457,0.6713218106545209,-0.5173255743578052,0.6418131596367397
2611,Semester abroad,xor,1.0130815486687812,0.9474723511614013,0.9368996698145511,0.391148605002243,0.9664083208323322
2611,Carl's party,xor,0.8646446917209744,-1.4354681440672736,0.8778823677789889,-2.4015683167342017,0.90739101879677
2610,Crime,xor,0.02879561418604534,0.01503757550434652,0.7958504985773338,-0.29684861570662624,-0.17685566635051864
2609,Leo's prize,xor,0.40503832435016673,-0.3762914948271208,-0.006687487611739223,-0.12673378600028676,-0.03343743805869612
2608,Tony's clubbing,xor,1.0750787796735122,-0.14346315914951338,-0.4539748042535057,0.8147609752116766,-0.7744276072559804
2608,Danny's racket,xor,-0.5877097328881866,1.496115802559211,1.1025102389013715,-1.6386765681223607,1.056731267043875
2608,Joshua's delay,xor,-0.5017034305143057,0.5779515840023253,1.1940681826163642,0.19224697167915963,0.5531625766114148
2605,Leo's prize,xor,0.738392323773796,-1.3299368891553758,-0.2381955867057957,-2.0176036410813207,-0.13963189565512166
2605,Crush,xor,0.036145078786129874,0.16248097740812284,-0.8788595785351768,0.7910428372521477,-0.6817321964338288
2605,Gigi's exams,xor,1.3580222458217368,-0.463371676312054,0.6981594782756075,-0.31108426184073223,0.8952868603769556
2605,Semester abroad,xor,0.6970836623039334,1.1253312139007026,0.5995957872249336,0.1510980700369271,0.8460050148516186
2603,Harold's pet,xor,-1.1518245674418135,-0.6385129304284393,-1.1511364366186878,0.5397755875300657,-0.9362576351165328
2603,College,xor,0.7198903546511335,-2.062887929076496,-0.8441667201870378,-1.7725533809858287,-0.5371970037553877
2603,School,xor,-0.8062771972092695,0.7858620682196176,1.0897424933323578,0.344759891390171,1.2432273515481829
2601,Hippies,xor,-0.8866286506456117,0.9108897204090634,0.6494262842807127,0.6769387064877934,0.9091967979929977
2600,Gerald's graduation,xor,-1.0498241783689335,0.2832725799325212,1.8338173728981546,1.3696954518845623,1.7046247595432944
2600,Pete's accident,xor,1.5515100689169194,0.336594477331584,-0.491649667489329,0.6432271459126397,-0.9222917120055296
2600,Dave's kids,xor,-1.2727956852791493,-1.2097405472412375,-0.7069706897474293,-0.688631415035885,-0.534713871940949
2599,Leo's prize,xor,0.7781879862863949,-0.23490461932490853,0.31134236942706794,0.7141136605215624,0.5690050199874003
2599,Mrs. Gibbs' worry,xor,0.720810070246845,1.409427715949451,0.4401736947072341,0.5747744096880868,0.18251104414690178
2597,Semester abroad,xor,-0.16164245849865672,0.4380031384828884,1.9550916007523425,0.37000643495047747,1.2993465918043519
2597,Harold's pet,xor,-0.4079547762108955,-0.3406691077089132,-0.7407489915893966,0.37000643495047747,-1.3236334439876105
2597,Carl's party,xor,1.4393876066308955,-2.3227439161971355,0.06071713045814745,0.37000643495047747,-0.4493067653902897
2597,Crush,xor,1.8088560831992535,0.6149741035264796,-0.4493067653902897,0.37000643495047747,-0.6678884350396199
2596,Gerald's graduation,xor,-1.059487055911127,-0.3588986538392121,1.2145339917912907,0.23942822321286505,1.2720267251305233
2596,Tony's clubbing,xor,0.6824916617832413,-0.9331364999819514,-0.5677407417249228,-1.6514408216477103,-0.5964871083945392
2596,Harold's pet,xor,-1.1114864206184216,-0.5311700076820338,-0.912697141760319,0.8042332625868032,-0.7114725750730047
2595,Gigi's exams,xor,-0.2995284612923315,-0.8865198467309201,-0.06966837163304354,0.3837119342486607,-0.2488156129751559
2595,Hippies,xor,-0.7462827764402158,0.18341789932363864,0.5274890995073309,-1.6233966448981798,0.34834185816521857
2595,Harold's pet,xor,-1.924089607284638,-0.7642412471818276,0.1094788697090688,0.4427445395176854,-1.204267566799755
2595,Chloe's holiday,xor,0.39091002575439876,-0.550253697970916,1.5426568004459675,-0.20661411844158653,1.2440780648757803
2594,Mrs. Gibbs' worry,xor,0.4925569836060972,1.0313021359417147,1.8846502714595434,0.4111037602973543,0.9778845748139141
2594,Jimmy's trip,xor,-1.4776709508182915,-0.21498443317213994,-0.14223775633656918,-0.08222075205947085,-0.30225523221520967
2592,Gigi's exams,xor,0.26426902895807675,-1.0402715317565765,0.16994558622994407,-1.5554998006896317,0.30820640214583084
2592,Bill's order,xor,-1.0610204296973529,1.0474211642772402,0.23907599418788744,-0.2940533869796838,0.10081517827200068
2591,Brad's clothes,xor,-1.097226830019566,-0.8748786672652574,-0.4658197687704376,0.0205698850038463,-0.6894132577802476
2591,Eyewitness,xor,-0.8207602271799903,-1.1791842906618686,-0.16769511675735754,-1.690844547316166,-1.0620690727965978
2591,Lily's husband,xor,-1.200901806084407,1.027031478963563,0.5776165132753426,0.9750125491823147,-1.0620690727965978
2591,Gerald's graduation,xor,0.5615727870178882,-0.5959318458183637,0.5776165132753426,0.05348170101000039,2.664489077366903
2590,Eyewitness,xor,0.6082238597996938,-0.5615739626499773,1.143447097319249,0.5651941652604391,1.84710684951571
2590,Bill's order,xor,-0.9743391928830047,0.9642118981348666,0.4397873451227881,0.5651941652604391,-0.2638724070736729
2590,Harold's pet,xor,-0.8089967843937677,-1.0065948387122234,-0.2638724070736729,0.5651941652604391,0.08795746902455762
2590,Joshua's delay,xor,-0.9743391928830047,-1.154935130732972,-0.2638724070736729,0.5651941652604391,1.143447097319249
2589,Brad's clothes,xor,-1.0200380219364622,-0.18301426483635047,0.7846127316605067,-2.025094253850741,0.9692274920512142
