submission_id,title,main_type,competence,prior,relevance,target
2619,Crush,xor,0.3472364603066084,-0.8256403090798247,1.0043731967800797,0
2619,Leo's prize,xor,-0.7021892863978081,0.8607739392534344,-0.40837151956992257,0
2619,Tony's clubbing,xor,0.47069831286006913,-0.4567371922569242,0.8277801072363296,0
2619,Youth hostel,some,1.273200354457564,0.4391703771701197,-0.6291128814996104,0
2619,Harvard admission exams,some,0.6558910916902603,-1.6161469879860397,1.710745554955081,0
2619,Dinosaurs,some,-2.1220005907626067,0.7553730487326058,-0.673261153885548,0
2619,Gift unwrapping,some,0.40896738658333875,2.0728841802429643,-0.4966680643417977,0
2619,Jimmy's trip,xor,-0.33180372873742575,-0.4040367469965098,-1.3354852396746117,0
2618,Danny's racket,xor,0.8063718373708226,1.131927715638722,-1.025698116146797,-1.314893056940245
2618,Crime,xor,-1.4322126663750432,0.3434609163547574,0.06306881620320111,-0.6200065211540563
2618,Hippies,xor,0.9748674451796512,-0.4808452828966602,-1.264695735443138,-1.2190466382111156
2618,Tail-donkey blindfold,some,0.9748674451796512,-0.7854801826200101,0.9925040023556385,1.081267411287992
2618,Champagne reception,some,-1.4322126663750432,-1.5381075819365218,-1.0522534071797238,0.4822272942309327
2618,Suzy's fruits,some,0.49345142286871235,-0.6779619827176513,1.2049463306190529,-0.5720833117894916
2618,Chloe's holiday,xor,-0.7823010362552757,1.1140080156549956,-0.12281822102728637,1.081267411287992
2618,Final exam,some,0.39716821840652455,-1.2155529822294453,1.2049463306190529,1.081267411287992
2617,Violinist,some,-0.8406987183229013,0.27791123256265715,1.1229269398677286,-0.8981118302090815
2617,Hotel check,some,-0.5314762012386157,-0.7370689211444398,0.22458538797354574,0.0706380091175682
2617,M&M's in the hospital,some,1.0919420134538833,2.59786586960745,-0.6737561639206372,-0.45410148718436705
2617,Puzzles,some,1.9423039354356686,-1.6070519100362373,-0.6737561639206372,1.1201170017214386
2617,Crush,xor,0.009663203658883924,-0.3020774266985411,2.0212684917619117,-1.9072262461743414
2617,Leo's prize,xor,-0.9180043475939726,0.27791123256265715,-0.6737561639206372,0.6357420820581139
2617,Joshua's delay,xor,-0.9180043475939726,0.27791123256265715,-0.6737561639206372,0.31282546894923063
