submission_id,title,main_type,relevance,competence,prior,target
2620,Grandma,xor,0.07891364147019696,-1.0232166083211374,0.8178530329142403,0
2620,Champagne reception,some,-1.1603228023580812,-1.0232166083211374,-0.7779577630159846,0
2620,Final exam,some,0.9908046095702507,-0.8072342107863326,-0.7779577630159846,0
2620,Alissa's paint,xor,-1.3473773599170666,0.05669537935288624,1.775339510472375,0
2620,Harvard admission exams,some,0.9908046095702507,-0.6128500530050084,-0.7779577630159846,0
2620,Mrs. Gibbs' worry,xor,0.33611365811380184,1.13660736702691,-0.29921452423691713,0
2620,Crush,xor,0.9908046095702507,1.13660736702691,0.8178530329142403,0
2620,Mrs. Todd's math exams,some,-0.8797409660196032,1.13660736702691,-0.7779577630159846,0
2619,Crush,xor,0.9597118201204525,0.33179592645581824,-0.8023361469799425,0
2619,Leo's prize,xor,-0.39021249829073346,-0.6709650957217658,0.6543876376077545,0
2619,Tony's clubbing,xor,0.7909712803190543,0.44976781141788696,-0.4836778191013838,0
2619,Youth hostel,some,-0.6011381730424813,1.2165850636713336,0.2902066914608303,0
2619,Harvard admission exams,some,1.6346739793260456,0.6267256388609901,-1.4851754210054255,0
2619,Dinosaurs,some,-0.6433233079928309,-2.027641772785556,0.5633424010710235,0
2619,Gift unwrapping,some,-0.4745827681914326,0.39078186893685263,1.7014078577801617,0
2619,Jimmy's trip,xor,-1.2761003322480744,-0.3170494408355597,-0.43815520083301823,0
2618,Danny's racket,xor,-0.9800884861296265,0.7705149701505601,1.3725835065026282,-1.2564238203343667
2618,Crime,xor,0.06026434057107736,-1.3685265887748754,0.5970628094096504,-0.5924367444401228
2618,Hippies,xor,-1.208458618820025,0.9315180982417219,-0.21370882846028078,-1.1648393960730916
2618,Tail-donkey blindfold,some,0.948370412144849,0.9315180982417219,-0.5133418250643859,1.0331867861975088
2618,Champagne reception,some,-1.0054629453174486,-1.3685265887748754,-1.25361158138041,0.46078413456454
2618,Suzy's fruits,some,1.1513660856474253,0.4715091608384025,-0.4075890027335252,-0.5466445323094853
2618,Chloe's holiday,xor,-0.11735687374367697,-0.7475145232803941,1.3549580361141513,1.0331867861975088
2618,Final exam,some,1.1513660856474253,0.3795073733577386,-0.9363531143878282,1.0331867861975088
2617,Violinist,some,1.0729938440986901,-0.8033154406362246,0.20017502863262154,-0.8581755686082876
2617,Hotel check,some,0.21459876881973802,-0.5078430946550846,-0.6301806456952901,0.06749695483435969
2617,M&M's in the hospital,some,-0.643796306459214,1.043386721745901,2.098130855667848,-0.4339089953637409
2617,Puzzles,some,-0.643796306459214,1.8559356731940362,-1.3419140808335,1.0703088552305609
2617,Crush,xor,1.9313889193776421,0.009233510811910628,-0.2743139281261851,-1.8224177805277118
2617,Leo's prize,xor,-0.643796306459214,-0.8771835271315097,0.20017502863262154,0.6074725935092372
2617,Joshua's delay,xor,-0.643796306459214,-0.8771835271315097,0.20017502863262154,0.2989150856950215
2617,Brad Pitt,xor,-0.643796306459214,0.1569696838024807,-0.45224728691073757,1.0703088552305609
2616,The game,some,1.1044151303939576,-0.9200630652429116,0.7327353817962798,-0.14264935053936392
2616,Gerald's graduation,xor,-0.8705389851340607,0.011646367914467236,2.0322371673434168,0.42794805161809174
2616,Attendance,some,1.1044151303939576,0.8501848577561082,-0.7927667142807943,0.42794805161809174
2616,M&M's in the hospital,some,-0.9744839385829037,0.8501848577561082,-0.7927667142807943,0.42794805161809174
2616,College,xor,0.16891054935436997,-0.9666485369007806,-0.3125160544046784,-2.4250389591691865
2616,Brad Pitt,xor,-1.1823738454805899,0.8501848577561082,-0.7927667142807943,0.42794805161809174
2616,Pete's accident,xor,1.1044151303939576,-1.5256741967952079,0.3796098965932534,0.42794805161809174
2616,Mrs. Todd's math exams,some,-0.45475917133868843,0.8501848577561082,-0.4537662484858889,0.42794805161809174
2615,Rotten tomatoes,some,0.8558067948118102,-1.0673623191406736,1.2035212766663173,0.9498775737987503
2615,Alissa's paint,xor,-1.4743899517635046,-0.19947426947874883,1.4930903056386642,-0.32846233860330615
2615,Harvard admission exams,some,0.8558067948118102,-1.851261202706283,-0.6497205087567036,-1.4647644829606896
2615,Star Trek expert,some,0.7597162073241683,0.5564282253880888,-0.6786774116539382,0.026632081508376176
2615,Harold's pet,xor,-0.9699143674533849,0.8083957236770347,-0.6931558631025556,1.0208964578210868
2615,Tony's clubbing,xor,-1.0419823080691164,0.7244065575807194,-0.9827248920749027,0.09765096553071265
2615,Teacher problems,some,0.8558067948118102,0.08048961750896882,-0.5338928971677648,1.0208964578210868
2615,Grandma,xor,0.1591500355264068,0.9483776671708936,0.8415599904508835,-1.3227267149160167
2614,Danny's racket,xor,0.8572214482866072,1.2963431661823124,1.7713376819932356,0
2614,Frank's laptop,xor,-0.017494315271155247,-0.15208495245714282,0.542374192893504,0
2614,Gift unwrapping,some,-0.017494315271155247,1.2963431661823124,-0.9123172840000559,0
2614,Van Gogh exhibition,some,-0.017494315271155247,0.4272862949986393,-0.66150840867358,0
2614,Nuts,some,1.7319372118443697,-1.1659846355047616,-1.0628026091959413,0
2614,Picnic pictures,some,0.017494315271155247,-0.15208495245714282,-0.7618319588041703,0
2614,Brad's clothes,xor,-1.3120736453366437,-0.1231163900843537,0.542374192893504,0
2614,Dave's kids,xor,-1.2420963842520227,-1.4267016968598634,0.542374192893504,0
2613,Presents,xor,0.6780106271253411,1.341400572256855,1.9052701482413443,-1.9710403344427025
2613,Gourmet desserts,some,-0.6624241759270574,-1.2632607330962615,0.43474004913929604,-0.3610614426456602
2613,Tail-donkey blindfold,some,0.7091835295219086,0.9941123982097727,-0.9190813119387802,1.4383267305392695
2613,Felix' clothes,some,-1.0676719070824336,-0.395040297978556,-1.3392327688250798,0.5386326439468045
2613,Brad's clothes,xor,-0.5377325663407878,-0.36031148057384776,-0.03209490295659233,0.6333372846407482
2613,Dave's kids,xor,-0.6935970783236248,-1.3327183679056778,-0.6156385930764527,-0.4557660833396039
2613,Harry Potter,some,-0.31952224956481595,0.6468242241626906,0.24800606830094069,0.06510944047708626
2613,College,xor,1.8937538205914701,0.3689936849250248,0.31803131111532396,0.11246176082405811
2612,Youth hostel,some,0.7286139145864847,0.7544597244619453,0.6660726103356233,0.35355339059327373
2612,Suzy's fruits,some,-1.5572336605868007,0.7544597244619453,0.534826775786732,0.35355339059327373
2612,Rabbits,xor,0.0428596420344991,-1.1800523895430428,0.731695527610069,-2.4748737341529163
2612,Harold's pet,xor,-1.5572336605868007,-0.01934512114004988,-1.197618240258633,0.35355339059327373
2612,Rotten tomatoes,some,0.7286139145864847,-1.8248897608780388,-1.197618240258633,0.35355339059327373
2612,Lily's husband,xor,0.15715202079316337,0.7544597244619453,0.6660726103356233,0.35355339059327373
2612,Teacher problems,some,0.7286139145864847,0.7544597244619453,-1.197618240258633,0.35355339059327373
2612,School,xor,0.7286139145864847,0.00644837371334996,0.9941871967078515,0.35355339059327373
2611,School,xor,-0.9893083876710448,0.6388862504275244,0.8197523345546527,-0.4943217024841605
2611,Picnic pictures,some,-0.7907375284969282,-0.9598433241020153,0.5174789286266845,0.34160442854596457
2611,Brad's clothes,xor,-0.9609411220747425,0.2997617952242887,-0.11335252722298804,0.18084940334786362
2611,Semester abroad,xor,0.968032938473818,0.9053411795157811,1.0825987744920162,0.3737554335855848
2611,Puzzles,some,-0.9893083876710448,0.9053411795157811,-0.9807457790162879,0.6631144789421666
2611,Emails from a broken laptop,some,0.968032938473818,-1.2020750778186122,-0.9807457790162879,0.566661463823306
2611,Teacher problems,some,0.968032938473818,0.7842253026574826,-1.3750154389223332,0.6631144789421666
2611,Carl's party,xor,0.8261966104923062,-1.3716373054202302,1.0300294865045436,-2.2947779847028915
2610,Mrs. Sanders' son,xor,1.2106671316849065,0.9052407583513141,-0.16314197585538787,0.7575088112419098
2610,Attendance,some,1.4032732662711416,0.9052407583513141,-1.926839012129851,0.7575088112419098
2610,Gift unwrapping,some,-1.3482429421036457,0.9052407583513141,1.6005550604190755,-1.6985549996569695
2610,Unexpected guest,xor,-1.320727780019898,0.5891249379746647,-0.16314197585538787,0.6240270823887099
2610,Schizophrenia talk,some,-0.027515162083747872,-1.5087345972521902,-0.16314197585538787,0.7575088112419098
2610,Dave's kids,xor,0.027515162083747872,-1.2788321824328088,-0.16314197585538787,0.41045631622358986
2610,Crime,xor,0.027515162083747872,0.014368900926211335,0.22487137212499406,-0.2836486738130499
2610,Picnic pictures,some,0.027515162083747872,-0.5316493342698194,0.7539804830073331,-1.3248061588680096
2609,M&M's in the hospital,some,-1.4009306004782205,1.182896912003964,-0.3055463534198928,1.1706171477121337
2609,Gerald's graduation,xor,-0.7031908461544375,-0.4846229639487606,1.3649784331170085,-0.8476882793777519
2609,Leo's prize,xor,0.3870275199764734,-0.35955897325230624,-0.0230311321673286,-0.12109832562539313
2609,Youth hostel,some,0.7795061317836013,1.182896912003964,1.7580430887727498,-0.8476882793777519
2609,Pete's accident,xor,0.7795061317836013,-0.9015029329369417,-0.6986110090756342,-0.8476882793777519
2609,Unexpected guest,xor,0.7795061317836013,1.182896912003964,-0.6986110090756342,-0.8476882793777519
2609,Violinist,some,0.7795061317836013,-0.9015029329369417,-0.6986110090756342,1.1706171477121337
2609,Champagne reception,some,-1.4009306004782205,-0.9015029329369417,-0.6986110090756342,1.1706171477121337
2608,Tony's clubbing,xor,1.02727334393339,-0.13708379517594507,-0.3279813681352286,0.7785310689197212
2608,Danny's racket,xor,-0.5615760946835866,1.4295881496919987,1.2635347788816182,-1.565809677939664
